msgid,msgstr
Overview,Prehľad
Owned,Vlastnená
Owner,Vlastník
PAN No,Číslo PAN
PDF Name,Názov PDF
PIN,PIN
PO Supplied Item,PO dodaná položka
POS,POS
POS Closing Entry,POS Záverečný zápis
POS Closing Entry Detail,Detail uzávierky POS
POS Closing Entry Taxes,Záznam o uzávierke POS daní
POS Closing Failed,Zatvorenie POS zlyhalo
POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,Zatvorenie POS zlyhalo pri spustení na pozadí. Môžete vyriešiť {0} a skúsiť proces zopakovať.
POS Customer Group,Skupina zákazníkov POS
POS Field,Pole POS
POS Invoice,Faktúra POS
POS Invoice Item,Položka faktúry POS
POS Invoice Merge Log,Záznam zlúčenia faktúr POS
POS Invoice Reference,Referenčné číslo faktúry POS
POS Invoice is already consolidated,Faktúra POS je už konsolidovaná
POS Invoice is not submitted,POS faktúra nie je odoslaná
POS Invoice isn't created by user {},POS faktúra nie je vytvorená používateľom {}
POS Invoice should have the field {0} checked.,Faktúra z POS by mala mať pole {0} zaškrtnuté.
POS Invoices,Faktúry POS
POS Invoices will be consolidated in a background process,Faktúry z POS budú skonsolidované v procese na pozadí
POS Invoices will be unconsolidated in a background process,Faktúry POS budú v pozadí nekonsolidované procesom
POS Item Group,Skupina položiek POS
POS Opening Entry,Otvorenie POS
POS Opening Entry Detail,Detail otváracieho záznamu POS
POS Payment Method,Spôsob platby na POS
POS Profile,POS profil
POS Profile User,Používateľ POS profilu
POS Profile doesn't match {},Profil POS nesedí s {}
POS Profile required to make POS Entry,Na vytvorenie POS záznamu je potrebný profil POS
POS Profile {} contains Mode of Payment {}. Please remove them to disable this mode.,"POS profil {} obsahuje spôsob platby {}. Prosím, odstráňte ho, aby ste tento spôsob zakázali."
POS Profile {} does not belongs to company {},POS profil {} nepatrí spoločnosti {}
POS Register,Pokladničná kniha POS
POS Search Fields,Polia vyhľadávania POS
POS Setting,Nastavenie POS
POS Settings,Nastavenia POS
POS Transactions,POS transakcie
POS invoice {0} created succesfully,Faktúra POS {0} bola úspešne vytvorená
PSOA Cost Center,Stredisko nákladov PSOA
PSOA Project,PSOA Projekt
PZN,PZN
Package No(s) already in use. Try from Package No {0},Číslo balíka/balíkov sa už používa. Skúste od čísla balíka {0}
Package Weight Details,Podrobnosti o hmotnosti balíka
Packaging Slip From Delivery Note,Baliaci list z dodacieho listu
Packed Item,Zabalená položka
Packed Items,Zabalené položky
Packed Items cannot be transferred internally,Zabalené položky nemôžu byť prenesené interne
Packed Qty,Zabalené množstvo
Packing List,Balený zoznam
Packing Slip,Dodací list
Packing Slip Item,Položka dodacieho listu
Packing Slip(s) cancelled,Balený list(-y) zrušený(-é)
Packing Unit,Balenie jednotky
Page Break,Zalom stránky
Page Break After Each SoA,Zalomiť stranu po každej SOA
Page {0} of {1},Stránka {0} z {1}
Paid,Zaplatené
Paid Amount,Zaplatená suma
Paid Amount (Company Currency),Zaplatená suma (mena spoločnosti)
Paid Amount After Tax,Zaplatená suma po zdanení
Paid Amount After Tax (Company Currency),Vyplatená suma po zdanení (firemná mena)
Paid Amount cannot be greater than total negative outstanding amount {0},Zaplatená suma nemôže byť väčšia ako celková záporná nesplatená suma {0}
Paid From Account Type,Typ Účtu Prevodcu Platby
Paid Loan,Zaplatená pôžička
Paid To Account Type,Typ účtu prijímateľa
Paid amount + Write Off Amount can not be greater than Grand Total,Uhradená suma + Čiastka odpísania nemôže byť väčšia ako Celková suma faktúry
Pallets,Palety
Parameter,Parameter
Parameter Group,Skupina parametrov
Parameter Group Name,Názov skupiny parametrov
Parameter Name,Názov parametra
Parameters,Parametre
Parcel Template,Šablóna zásielky
Parcel Template Name,Názov šablóny balíka
Parcel weight cannot be 0,Hmotnosť balíka nemôže byť 0
Parcels,Balíky
Parent,Rodič
Parent Account,Nadradený účet
Parent Account Missing,Chýba nadriadený účet
Parent Batch,Nadradená šarža
Parent Company,Matičná spoločnosť
Parent Company must be a group company,Rodičovská spoločnosť musí byť skupinová spoločnosť
Parent Cost Center,Nadradené stredisko nákladov
Parent Customer Group,Nadradená skupina zákazníkov
Parent Department,Rodičovské oddelenie
Parent Detail docname,Názov detailu nadradeného dokumentu
Parent Document,Nadradený dokument
Parent Item,Rodičovská položka
Parent Item Group,Nadradená skupina položiek
Parent Item {0} must not be a Fixed Asset,Nadradená položka {0} nesmie byť fixným aktívom
Parent Item {0} must not be a Stock Item,Rodičovská položka {0} nesmie byť skladová položka
Parent Location,Rodičovské miesto
Parent Procedure,Nadradený postup
Parent Row No,Nadriadené číslo riadku
Parent Sales Person,Rodič Predajca
Parent Supplier Group,Nadradená skupina dodávateľov
Parent Task,Nadradená úloha
Parent Task {0} is not a Template Task,Nadradená úloha {0} nie je šablónová úloha
Parent Territory,Nadradené územie
Parent Warehouse,Rodičovský sklad
Parsing Error,Chyba pri spracovaní analýzy
Partial Material Transferred,Čiastočne prenesený materiál
Partial Stock Reservation,Čiastočná rezervácia zásob
Partial Success,Čiastočný úspech
"Partial stock can be reserved. For example, If you have a Sales Order of 100 units and the Available Stock is 90 units then a Stock Reservation Entry will be created for 90 units.","Čiastočné zásoby je možné rezervovať. Napríklad, ak máte Predajnú objednávku na 100 jednotiek a Dostupná zásoba je 90 jednotiek, bude vytvorený záznam o rezervácii zásob na 90 jednotiek."
Partially Completed,Čiastočne dokončené
Partially Delivered,Čiastočne doručené
Partially Depreciated,Čiastočne odpísané
Partially Fulfilled,Čiastočne splnené
Partially Ordered,Čiastočne objednané
Partially Paid,Čiastočne zaplatené
Partially Received,Čiastočne prijaté
Partially Reconciled,Čiastočne zúčtované
Partially Reserved,Čiastočne rezervované
Partially ordered,Čiastočne usporiadané
Parties,Strany
Partly Billed,Čiastočne fakturované
Partly Delivered,Čiastočne doručené
Partly Paid,Čiastočne zaplatené
Partly Paid and Discounted,Čiastočne uhradené a so zľavou
Partner Type,Typ partnera
Partner website,Webová stránka partnera
Partnership,Partnerstvo
Party,Strana
Party Account,Účet protistrany
Party Account Currency,Mena účtu subjektu
Party Account No. (Bank Statement),Číslo účtu strany (bankový výpis)
Party Account {0} currency ({1}) and document currency ({2}) should be same,Mena účtu strany {0} ({1}) a mena dokumentu ({2}) by mali byť rovnaké.
Party Balance,Zostatok strany
Party Bank Account,Účet banky partnera
Party Details,Podrobnosti o strane
Party IBAN (Bank Statement),IBAN protistrany (výpis z účtu)
Party Information,Informácie o strane
Party Item Code,Kód položky partnera
Party Link,Prepojenie strany
Party Name,Názov strany
Party Name/Account Holder (Bank Statement),Názov strany/Držiteľ účtu (výpis z banky)
Party Specific Item,Špecifická položka pre stranu
Party Type,Typ strany
Party Type and Party is mandatory for {0} account,Typ strany a strana sú povinné pre účet {0}
Party Type and Party is required for Receivable / Payable account {0},Typ strany a strana sú potrebné pre účet pohľadávok/záväzkov {0}
Party Type is mandatory,Typ strany je povinný
Party User,Používateľ strany
Party can only be one of {0},Strana môže byť iba jedna z {0}
Party is mandatory,Strana je povinná
Passed,Prešiel
Passport Details,Údaje o pase
Passport Number,Číslo pasu
Past Due Date,Po dátume splatnosti
Path,Cesta
Pause,Pauza
Pause Job,Pozastaviť úlohu
Pause SLA On Status,Pozastaviť SLA pri stave
Paused,Pozastavené
Pay,Platiť
Pay To / Recd From,Platba komu / Prijatie od
Payable,Splatná
Payable Account,Účet záväzkov
Payables,Záväzky
Payer Settings,Nastavenia platiteľa
Payment,Platba
Payment Account,Platobný účet
Payment Amount,Suma platby
Payment Amount (Company Currency),Suma platby (firemná mena)
Payment Channel,Platobný kanál
Payment Deductions or Loss,Platobné odpočty alebo strata
Payment Document,Platobný dokument
Payment Document Type,Typ platobného dokumentu
Payment Due Date,Dátum splatnosti platby
Payment Entries,Platobné položky
Payment Entries {0} are un-linked,Platobné záznamy {0} sú neprepojené
Payment Entry,Zápis platby
Payment Entry Deduction,Odpočítanie platby
Payment Entry Reference,Referenčný záznam platby
Payment Entry already exists,Záznam platby už existuje
Payment Entry has been modified after you pulled it. Please pull it again.,"Platobný záznam bol upravený po tom, čo ste ho načítali. Prosím, načítajte ho znova."
Payment Entry is already created,Platobný zápis je už vytvorený
"Payment Entry {0} is linked against Order {1}, check if it should be pulled as advance in this invoice.","Platobný záznam {0} je prepojený s objednávkou {1}, skontrolujte, či by mal byť zahrnutý ako záloha v tejto faktúre."
Payment Failed,Platba zlyhala
Payment From / To,Platba od / do
Payment Gateway,Platobná brána
Payment Gateway Account,Účet platobnej brány
"Payment Gateway Account not created, please create one manually.","Účet platobnej brány nebol vytvorený, prosím, vytvorte ho manuálne."
Payment Gateway Details,Podrobnosti platobnej brány
Payment Ledger,Platobná kniha
Payment Ledger Balance,Zostatok platobnej knihy
Payment Ledger Entry,Záznam o platbe
Payment Limit,Limit platby
Payment Method,Spôsob platby
Payment Methods,Platobné metódy
Payment Mode,Spôsob platby
Payment Order,Platobný príkaz
Payment Order Reference,Referenčné číslo platobného príkazu
Payment Order Status,Stav platobného príkazu
Payment Order Type,Typ platobného príkazu
Payment Ordered,Platba objednaná
Payment Period Based On Invoice Date,Obdobie platby na základe dátumu faktúry
Payment Plan,Platobný plán
Payment Receipt Note,Potvrdenka o prijatí platby
Payment Received,Platba prijatá
Payment Reconciliation,Platobné zmierenie
Payment Reconciliation Allocation,Priradenie zúčtovania platby
Payment Reconciliation Invoice,Faktúra zosúladenia platieb
Payment Reconciliation Job: {0} is running for this party. Can't reconcile now.,Práca na zladení platby: {0} pre túto stranu práve prebieha. Nemožno teraz zladiť.
Payment Reconciliation Payment,Platobné zladenie platby
Payment Reconciliations,Zmierovania platieb
Payment Reference,Platobný odkaz
Payment References,Platobné referencie
Payment Request,Žiadosť o platbu
Payment Request Outstanding,Nezaplatená platba
Payment Request Type,Typ žiadosti o platbu
Payment Request created from Sales Order or Purchase Order will be in Draft status. When disabled document will be in unsaved state.,"Žiadosť o platbu vytvorená z objednávky predaja alebo objednávky nákupu bude v stave konceptu. Keď je voľba deaktivovaná, dokument bude v neuloženom stave."
Payment Request for {0},Žiadosť o platbu pre {0}
Payment Request is already created,Platobná požiadavka je už vytvorená
Payment Request took too long to respond. Please try requesting for payment again.,Platobná požiadavka trvala príliš dlho na odpoveď. Skúste znova požiadať o platbu.
Payment Requests cannot be created against: {0},Platobné požiadavky nemôžu byť vytvorené pre: {0}
Payment Schedule,Harmonogram platieb
Payment Schedule Table,Tabuľka platobného rozpisu
Payment Term,Platobný termín
Payment Term Name,Názov platobnej podmienky
Payment Term Outstanding,Zostávajúca lehota splatnosti
Payment Terms,Platobné podmienky
Payment Terms Status for Sales Order,Stav platobných podmienok pre zákazkovú objednávku
Payment Terms Template,Šablóna platobných podmienok
Payment Terms Template Detail,Detail šablóny platobných podmienok
Payment Terms from orders will be fetched into the invoices as is,Platobné podmienky z objednávok budú prevzaté do faktúr v pôvodnej podobe
Payment Type,Typ platby
"Payment Type must be one of Receive, Pay and Internal Transfer","Typ platby musí byť jeden z Príjem, Platba a Interný prevod"
Payment Unlink Error,Chyba pri zrušení prepojenia platby
Payment against {0} {1} cannot be greater than Outstanding Amount {2},Platba oproti {0} {1} nemôže byť väčšia ako nesplatená suma {2}
Payment amount cannot be less than or equal to 0,Suma platby nemôže byť menšia alebo rovná 0
Payment methods are mandatory. Please add at least one payment method.,"Spôsoby platby sú povinné. Prosím, pridajte aspoň jeden spôsob platby."
Payment of {0} received successfully.,Platba vo výške {0} bola úspešne prijatá.
Payment of {0} received successfully. Waiting for other requests to complete...,Platba {0} bola úspešne prijatá. Čaká sa na dokončenie ďalších žiadostí...
Payment related to {0} is not completed,Platba týkajúca sa {0} nie je dokončená
Payment request failed,Platobná požiadavka zlyhala
Payment term {0} not used in {1},Platobná podmienka {0} nie je použitá v {1}
Payments,Platby
